Detuning_Normalizado,Probabilidade_P2
-1.782820097244732693e+01,5.224379776834335055e-04
-1.779578606158833054e+01,4.936427329381079662e-04
-1.776337115072933770e+01,5.328109116391442635e-04
-1.773095623987034131e+01,6.295283525808834015e-04
-1.769854132901134491e+01,7.616150845446066587e-04
-1.766612641815235207e+01,8.998486388093528219e-04
-1.763371150729335568e+01,1.014089412837321106e-03
-1.760129659643436284e+01,1.079511945603962115e-03
-1.756888168557536645e+01,1.081639796792313027e-03
-1.753646677471637361e+01,1.019150626975309261e-03
-1.750405186385737721e+01,9.039017088314334680e-04
-1.747163695299838082e+01,7.582189503524792854e-04
-1.743922204213938443e+01,6.100670411756839006e-04
-1.740680713128039159e+01,4.871526291414320130e-04
-1.737439222042139519e+01,4.112163413799999534e-04
-1.734197730956239880e+01,3.937035419850033399e-04
-1.730956239870340596e+01,4.336869831405678927e-04
-1.727714748784440957e+01,5.184194129352685506e-04
-1.724473257698541317e+01,6.263301219192972781e-04
-1.721231766612642033e+01,7.317683622949374767e-04
-1.717990275526742394e+01,8.104466218350639493e-04
-1.714748784440842755e+01,8.444188845351733967e-04
-1.711507293354943471e+01,8.255626032527572716e-04
-1.708265802269043832e+01,7.568827634950898043e-04
-1.705024311183144547e+01,6.514409675381845370e-04
-1.701782820097244908e+01,5.292237213231496462e-04
-1.698541329011345269e+01,4.126910872720857947e-04
-1.695299837925445985e+01,3.220001006883028223e-04
-1.692058346839546346e+01,2.709278329142194913e-04
-1.688816855753646706e+01,2.643277720562932647e-04
-1.685575364667747067e+01,2.975896844767168554e-04
-1.682333873581847783e+01,3.581227375383791087e-04
-1.679092382495948499e+01,4.284458878657584078e-04
-1.675850891410048860e+01,4.901429788256954617e-04
-1.672609400324149220e+01,5.277896705243331852e-04
-1.669367909238249581e+01,5.320107682573117953e-04
-1.666126418152350297e+01,5.010595484636253070e-04
-1.662884927066450658e+01,4.406656237046769589e-04
-1.659643435980551374e+01,3.622904099349370994e-04
-1.656401944894651734e+01,2.802702827104700499e-04
-1.653160453808752095e+01,2.085434760794550456e-04
-1.649918962722852811e+01,1.577056560218057619e-04
-1.646677471636953172e+01,1.330186080034955788e-04
-1.643435980551053532e+01,1.337429063171097752e-04
-1.640194489465153893e+01,1.538436512651976656e-04
-1.636952998379254609e+01,1.838056253204084294e-04
